Feature Name,Score,Code Description
1zz35ham2,0.026759812531421727,"{'Pharmacotherapy, total body antineoplastic and immunomodulating agents percutaneous approach [intram'}"
a692,-0.026726996314979445,{'Lyme disease'}
1hh59graw,-0.026688229382524267,"{'Destruction, cardiac conduction system percutaneous transluminal transseptal approach using radiofre', 'Destruction, cardiac conduction system percutaneous transluminal transseptal (venous) approach using'}"
r509,0.02668571612673709,"{'Coronavirus disease 2019 [COVID-19], virus identified', 'Fever, unspecified'}"
1rw87la,-0.026668327892140832,"{'Excision partial, vulva using open approach and no tissue'}"
2pv70ba,-0.026594820540904122,"{'Inspection, surgically constructed sites in urinary tract using endoscopic per orifice'}"
1wj74lanw,-0.026579680686980738,"{'Fixation, tarsometatarsal joints, other metatarsal bones and other metatarsophalangeal joints [foref'}"
r111,0.026503520677226604,{'Nausea alone'}
l059,-0.026498017665444996,{'Pilonidal cyst without abscess'}
v486,-0.026496257044829497,"{'Car occupant [any] injured in unspecified traffic accident', 'Car occupant injured in noncollision transport accident, passenger, traffic accident'}"
c900,0.026492529018830712,{'Multiple myeloma'}
e43,-0.026474761592471835,"{'Unspecified protein-energy malnutrition', 'Unspecified severe protein-energy malnutrition'}"
1eq87laxxq,-0.02645892918230385,"{'Excision partial, soft tissue of head and neck using combined sources of tissue [e.g. graft/flap]'}"
d806,0.026452446582696566,{'Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia'}
1ep80laxxf,-0.026402014966384016,"{'Repair, muscles of head and neck using free flap [e.g. gracilis muscle flap, serratus anterior with '}"
1tf72wk,0.026372700491487246,"{'Release, muscles of the arm [around shoulder] using incisional technique [e.g. fasciotomy, myotomy]'}"
s2110,0.026327357270028197,"{'Open wound of front wall of thorax, uncomplicated'}"
1rd89ra,-0.02625474239294056,"{'Excision total,  ovary with fallopian tube using open vaginal approach'}"
g250,-0.026227745732350618,{'Essential tremor'}
1ef03hanw,-0.02622166538905201,"{'Immobilization, maxilla with mandible using percutaneous approach and screws'}"
v8658,0.026188157275873758,{'Driver of other all-terrain or other off road motor vehicle injured in nontraffic accident'}
1tq80la,-0.02618433536646469,"{'Repair, muscles of the forearm [around elbow] using open approach and simple apposition technique [e'}"
1vc38hakc,-0.02617263964872014,"{'Management of external appliance, femur of percutaneous external fixator'}"
h420,0.026152861592523873,"{'Glaucoma in endocrine, nutritional and metabolic diseases'}"
y455,-0.026132298829419424,{'4-Aminophenol derivatives causing adverse effect in therapeutic use'}
s31100,-0.026132040465866688,"{'Open wound of upper abdominal wall, uncomplicated'}"
5ld40ja,-0.02613031953328292,"{'Version during labour, by external cephalic version'}"
n950,0.02611163371871321,{'Postmenopausal bleeding'}
1we80la,-0.026095966096145617,"{'Repair, ankle joint open approach no tissue used (for joint repair) using no fixative device', 'Repair, tarsal bones and intertarsal joints [hindfoot, midfoot] osteotomy alone no tissue used (for '}"
k746,0.02608027991633635,"{'Other and unspecified cirrhosis of liver', 'Other specified inflammatory liver diseases'}"
1dk59lagx,-0.02604668174503914,"{'Destruction, middle ear NEC using device NEC'}"
k319,-0.02604084893350418,"{'Disease of stomach and duodenum, unspecified'}"
1wa03hakc,0.026018581023480883,"{'Immobilization, ankle joint using percutaneous external fixator'}"
s6360,0.025996735259592448,{'Sprain and strain of interphalangeal (joint) of finger(s)'}
1cp87lalh,-0.02599127450534018,"{'Excision partial, soft tissue of orbit and eyeball NEC using open approach (evisceration) with synch'}"
1fg80la,-0.02598991757485943,"{'Repair, oral and buccal mucosa using apposition technique (e.g. suturing for tissue regeneration)'}"
1we80lanw,-0.02598933274885854,"{'Repair, tarsal bones and intertarsal joints [hindfoot, midfoot] osteotomy alone no tissue used (for '}"
o99304,-0.025967699305024627,"{'Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerp'}"
1rn26ca,-0.025954048081897926,"{'Brachytherapy, cervix using per orifice (vaginal) approach'}"
1uj93la,-0.025948675165492,"{'Amputation, other phalanx of hand using simple apposition technique [e.g. suturing] (for closure of '}"
1rm89da,-0.02593693123207962,"{'Excision total, uterus and surrounding structures using endoscopic (laparoscopic) approach'}"
k509,0.025904850328752768,"{""Crohn's disease, unspecified""}"
q018,-0.025884135150960698,{'Encephalocele of other sites'}
z911,0.025874214259581342,{'Personal history of noncompliance with medical treatment and regimen'}
o70301,0.02587345816620172,"{'Fourth degree perineal laceration during delivery, delivered, with or without mention of antepartum '}"
o48001,-0.025851240921736063,"{'Prolonged pregnancy, delivered, with or without mention of antepartum condition'}"
m313,0.02581455618727933,"{'Wegener granulomatosis', ""Wegener's granulomatosis""}"
l028,0.025811410652221898,"{'Cutaneous abscess, furuncle and carbuncle of other sites'}"
1yz12jadq,-0.0258082327259988,"{'Therapy, skin NEC using ultraviolet light'}"
s02700,-0.02577186734287697,"{'Multiple fractures involving skull and facial bones, closed'}"
o21103,0.02576636980250558,"{'Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication'}"
1oa59haaw,-0.025718190237883586,"{'Destruction, liver percutaneous approach using radiofrequency'}"
1an87szaz,-0.025685832453297232,"{'Excision partial, brain craniotomy [or craniectomy] flap technique for access with ultrasonic aspira'}"
1fe89la,-0.025684102077739714,"{'Excision total, tooth using incision [to remove erupted or soft tissue covered tooth]'}"
1fu89nz,-0.02568258814220527,"{'Excision total, thyroid gland open approach [e.g. neck incision] using device NEC'}"
k703,0.02563996343978776,"{'Alcoholic cirrhosis of liver', 'Alcoholic hepatic failure', 'Other and unspecified cirrhosis of liver'}"
1dl89la,-0.025633583353629842,"{'Excision total, mastoid (process) without tissue (that done with repneumatization), retroauricular a', 'Excision total, mastoid (process) using postauricular or endaural approach'}"
1ed91lanwf,-0.025610676456721965,"{'Excision radical, maxilla open approach using plate, screw device (with/without wire/mesh) with free'}"
s82401,-0.02559867988108659,"{'Fracture of fibula alone, open'}"
s381,-0.02557501485832577,"{'Crushing injury of other and unspecified parts of abdomen, lower back and pelvis'}"
i630,-0.025554757884636046,{'Cerebral infarction due to thrombosis of precerebral arteries'}
c250,0.02554089268545809,{'Malignant neoplasm of head of pancreas'}
1rb89la,-0.025505223206034773,"{'Excision total, ovary using open approach'}"
d569,-0.02550270964516194,"{'Thalassaemia, unspecified'}"
e041,0.02549843908917599,{'Nontoxic single thyroid nodule'}
g9602,0.025383281487996717,{'Cerebrospinal fluid leak within cranium'}
t120,0.025382244742875797,"{'Fracture of lower limb, level unspecified, closed'}"
e213,0.0253776497357933,"{'Hyperparathyroidism, unspecified'}"
o75601,0.02534722092616217,"{'Single live birth, pregnancy resulting from both spontaneous ovulation and conception', 'Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without m'}"
g911,-0.025283764726381983,{'Obstructive hydrocephalus'}
1vq55lak8,0.02522017882199688,"{'Removal of device, tibia and fibula of antibacterial agent (e.g. gentamycin beads) using open approa'}"
f252,0.02521109358144947,"{'Schizoaffective disorder, unspecified', 'Schizoaffective disorder, depressive type', 'Schizoaffective disorder, manic type', 'Schizophrenia, unspecified', 'Schizoaffective disorder, mixed type'}"
1pl87ba,-0.025150405066159384,"{'Excision partial,  bladder neck using endoscopic per orifice approach'}"
1uf87la,-0.025122650589081846,"{'Excision partial, other metacarpal bones no tissue used (for closure of defect), no device used'}"
2ta70da,-0.025071356582143302,"{'Inspection, shoulder joint using endoscopic [arthroscopic] approach'}"
s72490,-0.025071270783725185,"{'Unspecified fracture of lower (distal) end of femur, closed'}"
1gr87qb,-0.025070887492316597,"{'Excision partial, lobe of lung using open thoracic approach'}"
j449,0.02506472940573009,"{'Chronic obstructive pulmonary disease, unspecified', 'Chronic obstructive pulmonary disease with acute lower respiratory infection', 'Chronic obstructive pulmonary disease with acute exacerbation, unspecified', '1'}"
g301,0.02500625126870624,"{""Alzheimer's disease with late onset""}"
o0811,0.02492870290321039,{'Delayed or excessive haemorrhage following hydatidiform mole and other abnormal products of concepti'}
1ea80lanwq,-0.024903830697477418,"{'Repair, cranium with combined sources of tissue using plate, screw or clamp device (with/without wir'}"
o99502,-0.024847031452932215,"{'Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium, delivered,'}"
c229,0.024812692864540062,{'Malignant neoplasm of liver unspecified'}
z501,0.024755223997039756,"{'Care involving use of rehabilitation procedure, unspecified', 'Care involving use of other rehabilitation procedures', 'Other physical therapy'}"
5pc91hr,0.024754842226840334,"{'Interventions to uterus (following delivery or abortion), manual exploration of uterine cavity'}"
c443,-0.024725175863892203,{'Malignant neoplasm skin of other and unspecified parts of face'}
1se53llfe,0.024622922404494256,"{'Implantation of internal device, intervertebral disc using prosthetic disc [PDN] open anterior appro', 'Implantation of internal device, intervertebral disc open anterior approach [anterolateral, thoracic'}"
f191,0.024553769408663783,"{'Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, harmfu'}"
c221,0.024529749577124324,{'Intrahepatic bile duct carcinoma'}
c01,0.024524349177960193,{'Malignant neoplasm of base of tongue'}
c3491,0.024517514774377195,"{'Malignant neoplasm bronchus or lung, unspecified, unspecified side', 'Malignant neoplasm left bronchus or lung, unspecified'}"
s82600,-0.024506463421500292,"{'Fracture of lateral malleolus, closed'}"
h191,-0.024495989719038855,{'Herpesviral keratitis and keratoconjunctivitis'}
r011,-0.024453929335307472,"{'Cardiac murmur, unspecified'}"
i631,-0.024444145640948704,"{'Cerebral infarction due to embolism of precerebral arteries', 'Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries'}"
s82300,-0.02443351674349023,"{'Fracture of lower (distal) end of tibia with or without fibula, closed'}"
o74502,0.024430770530415077,"{'Spinal and epidural anaesthesia-induced headache during labour and delivery, delivered, with mention'}"
h524,0.02435266121602669,{'Presbyopia'}
2pc71gr,0.024349861326211295,"{'Biopsy, kidney using percutaneous transluminal venous approach'}"
z503,-0.02430270373661258,{'Drug rehabilitation'}
g513,0.0242919180137326,{'Clonic hemifacial spasm'}
1md89la,-0.02428779847963941,"{'Excision total, lymph node(s), axillary using open approach'}"
2rn71cr,0.0242838320228729,"{'Biopsy, cervix using per orifice approach with brushing or scraping of cells'}"
1ju80la,-0.02426124635658035,"{'Repair, veins of arm NEC using open approach without tissue [e.g. direct repair or end to end anasto', 'Repair, veins of arm NEC using open approach without tissue [e.g. direct repair or end-to-end anasto'}"
s02671,-0.024254936745585536,"{'Multiple mandibular fracture sites, open'}"
k8000,0.024250845692096266,"{'Acute cholecystitis', 'Calculus of gallbladder with acute cholecystitis with obstruction', 'Calculus of gallbladder with acute cholecystitis without mention of obstruction'}"
e328,-0.024217567860820383,{'Other diseases of thymus'}
1wi73ja,0.02420872876417177,"{'Reduction, first metatarsal bone and first metatarsophalangeal joint using closed (external) approac'}"
o68201,-0.02418568269175445,"{'Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid, deliver'}"
h744,-0.02417209717139258,{'Polyp of middle ear'}
1va53lapnk,-0.024161858009548624,"{'Implantation of internal device, hip joint open approach (direct lateral, posterolateral, posterior,', 'Implantation of internal device, hip joint open approach using bone homograft [uncemented] dual comp'}"
1ge91laxxf,0.024157539633389444,"{'Excision radical, larynx NEC using open approach and free flap'}"
1em87la,-0.02414979987502462,"{'Excision partial, maxillary alveolar ridge using open approach without tissue (for closure of defect'}"
i2381,0.024145523624001693,"{'Pericarditis as current complication following acute myocardial infarction', 'Disease of pericardium, unspecified'}"
1wa74lalq,-0.024128055472605027,"{'Fixation, ankle joint open approach fixation device alone using intramedullary nail'}"
z8718,-0.024127269304901423,{'Personal history of other diseases of the digestive system'}
k228,0.024116678441215466,{'Other specified diseases of oesophagus'}
s2120,-0.02411136640608446,"{'Open wound of back wall of thorax, uncomplicated'}"
1gr91qbxxa,0.024109757868735364,"{'Excision radical, lobe of lung open thoracic approach using autograft [pericardium]'}"
1we87la,-0.024084895024756692,"{'Excision partial, tarsal bones and intertarsal joints [hindfoot, midfoot] using open approach'}"
r529,0.024065717766447246,"{'Pain, unspecified'}"
5md56nq,-0.024040149975808767,"{'Breech delivery, without episiotomy with assisted delivery of aftercoming head total breech extracti'}"
1bt72la,-0.023998355018085008,"{'Release, nerve(s) of lower leg using open approach'}"
1zz35yam6,0.023994723591454364,"{'Pharmacotherapy, total body antineoplastic and immunomodulating agents route NEC [transdermal etc.] '}"
1pe50babj,0.023986948019414794,"{'Dilation, renal pelvis endoscopic per orifice approach (retrograde)(dilation alone or ureteral meato', 'Invalid Code', 'Dilation, renal pelvis endoscopic per orifice approach [retrograde] (dilation alone or ureteral meat'}"
t856,0.023937854914773918,"{'Mechanical complication of other specified internal prosthetic devices, implants and grafts', 'Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified', 'Complication of surgical and medical care, unspecified'}"
t847,0.023884794107898285,"{'Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants a'}"
z412,0.023870327759329815,{'Routine and ritual circumcision'}
y521,-0.023801287506045373,{'Calcium-channel blockers causing adverse effect in therapeutic use'}
r270,-0.023801119601945007,"{'Ataxia, unspecified'}"
k922,0.023799855087136064,"{'Melaena', 'Gastrointestinal haemorrhage, unspecified'}"
1vx87laxxa,-0.02376043917865297,"{'Excision partial, soft tissue of leg using autograft [e.g. fascia or skin] (for closure of surgical '}"
2mg71la,-0.023724651544436898,"{'Biopsy, intraabdominal lymph nodes using open approach', 'Biopsy, lymph node(s), intra abdominal using open approach'}"
q444,0.023715430927934864,{'Choledochal cyst'}
z955,-0.023699253826446068,{'Presence of coronary angioplasty implant and graft'}
f259,0.02367233154175847,"{'Schizoaffective disorder, unspecified', 'Schizophrenia, unspecified', 'Schizoaffective disorder, mixed type', 'Schizoaffective disorder, depressive type'}"
1bm58la,-0.02366301885969118,"{'Procurement, nerve(s) of upper arm and elbow using open approach'}"
m1254,0.02361476804463542,"{'Traumatic arthropathy, hand'}"
1et03jasr,-0.023601073922548035,"{'Immobilization, nose of external splinting device'}"
o69201,-0.02359267263736643,"{'Second degree perineal laceration during delivery, delivered, with or without mention of antepartum ', 'Labour and delivery complicated by other cord entanglement, with compression, delivered, with or wit'}"
t905,0.02355348873946712,{'Sequelae of intracranial injury'}
f195,0.02354932075997431,"{'Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, psycho', 'Mental and behavioural disorders due to multiple drug use and use of psychoactive substances, unspec'}"
d828,0.023537082865307396,{'Immunodeficiency associated with other specified major defects'}
1sl58llxxa,0.023534790296338967,"{'Procurement, ribs of graft using anterior approach'}"
n816,0.0235134564687486,{'Rectocele'}
s62190,0.02350597538047598,"{'Fracture of unspecified carpal bones, closed'}"
y450,0.023499358173709427,{'Opioids and related analgesics causing adverse effect in therapeutic use'}
1np13bac2,-0.02346133808387957,"{'Control of bleeding, small and large intestine using endoscopic per orifice approach and antihemorrh'}"
s02620,-0.023428194104063615,"{'Fracture of temporomandibular joint, closed'}"
m4023,0.02337907863894454,"{'Other and unspecified kyphosis, cervicothoracic region'}"
k572,0.023342235525517,"{'Diverticular disease of large intestine with perforation and abscess', 'Diverticular disease of intestine, part unspecified, with perforation and abscess'}"
s971,-0.02333062080485352,{'Crushing injury of toe(s)'}
a480,-0.023329502507649053,{'Gas gangrene'}
e1428,-0.023162882620450614,"{'Type 2 diabetes mellitus with other specified kidney complication not elsewhere classified', 'Unspecified diabetes mellitus with other specified kidney  complication not elsewhere classified'}"
a390,-0.023145102864148007,{'Meningococcal meningitis'}
s309,-0.023142253025660517,"{'Superficial injury of abdomen, lower back and pelvis, part unspecified'}"
1wj73ja,-0.023112288192418423,"{'Reduction, tarsometatarsal joints, other metatarsal bones and other metatarsophalangeal joints [fore'}"
h181,0.02308475803705569,{'Bullous keratopathy'}
is central zone,0.023065774373001748,N/A
d680,-0.02301287831541675,"{""Von Willebrand's disease""}"
1ec80lanwa,0.02300403433921402,"{'Repair, nasoethmoid and orbital complex autograft [e.g. bone] using plate, screw device (with/withou'}"
t850,0.023002737293055915,{'Mechanical complication of ventricular intracranial (communicating) shunt'}
f121,0.022975351573846947,"{'Mental and behavioural disorders due to use of cannabinoids, harmful use'}"
1gj53lapm,-0.02296850746299705,"{'Implantation of internal device, trachea of tracheoesophageal button using open approach'}"
t8453,0.022947954966362708,"{'Other complications of internal orthopaedic prosthetic devices, implants and grafts', 'Infection and inflammatory reaction due to hip prosthesis'}"
f609,0.022890219330821093,"{'Personality disorder, unspecified'}"
j100,-0.02288372632406047,"{'Influenza with pneumonia, other influenza virus identified', 'Influenza with pneumonia, seasonal influenza virus identified'}"
1pl80da,0.022869595199911014,"{'Repair, bladder neck using endoscopic [laparoscopic] approach with simple apposition technique [e.g.', 'Repair, bladder neck using open approach with simple apposition technique [e.g. suturing]'}"
1cx74uo,-0.022862137983211264,"{'Fixation, eyelid NEC ectropion repair'}"
1wt80wunwe,-0.02285866359547516,"{'Repair, tendons of ankle and foot using tenodesis with screw fixation [ tendon with a bone plug fixe'}"
1vc74lanv,-0.02281627091467116,"{'Fixation, femur open approach fixation device alone using pin, nail'}"
i4891,0.022805997796594483,"{'Atrial fibrillation, unspecified', 'Atrial flutter, unspecified'}"
2id71la,0.02279120475990635,"{'Biopsy, aorta using open approach'}"
n518,-0.022779962601091167,{'Other disorders of male genital organs in diseases classified elsewhere'}
1cj35haz9,0.022778024108643824,"{'Pharmacotherapy (local), anterior chamber (of eye) of chemical agent NEC using needle injection'}"
z854,0.022742916215088452,"{'Personal history of malignant neoplasm of urinary tract', 'Personal history of malignant neoplasm of genital organs'}"
c170,-0.02273931191303374,{'Malignant neoplasm of duodenum'}
e1164,0.022669686978100647,"{'Type 2 diabetes mellitus without (mention of) complications', 'Type 2 diabetes mellitus with poor control, so described', 'Type 1 diabetes mellitus with poor control, so described'}"
f143,-0.022667534350765208,"{'Mental and behavioural disorders due to use of alcohol, withdrawal state', 'Mental and behavioural disorders due to use of cocaine, harmful use', 'Mental and behavioural disorders due to use of cocaine, withdrawal state'}"
1ta03jasq,0.022656165595893188,"{'Immobilization, shoulder joint using sling'}"
s32500,-0.02265449816263536,"{'Fracture of pubis, closed'}"
g932,0.02263039792899902,{'Benign intracranial hypertension'}
d104,0.02262278388389651,{'Benign neoplasm of tonsil'}
i633,-0.022598027195406246,"{'Cerebral infarction due to thrombosis of cerebral arteries', 'Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries'}"
m8417,-0.022581824175781424,"{'Nonunion of fracture [pseudarthrosis], ankle and foot'}"
r400,-0.022544335106138465,{'Somnolence'}
o99504,0.022542465394362544,"{'Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium, postpartum'}"
1ut80la,-0.02253917638143001,"{'Repair, flexor tendons of finger [excludes thumb] using apposition technique [e.g. tendon sutured to'}"
t796,-0.02253664576817353,{'Traumatic ischaemia of muscle'}
1pm52lats,-0.0225343013022494,"{'Drainage, bladder using open approach and drainage tube NOS'}"
c5080,-0.022516910959625908,{'Overlapping malignant lesion of right breast'}
1fr89wj,0.02247289064317623,"{'Excision total, tonsils and adenoids tonsillectomy with Adenoidectomy using device NEC'}"
1yz12jali,0.022461865489044535,"{'Therapy, skin NEC using external application of living organism (e.g. leeches)'}"
k852,0.022409543786574844,{'Alcohol-induced acute pancreatitis'}
y605,0.022401040054668964,"{'Unintentional cut, puncture, perforation or haemorrhage during heart catheterization'}"
s37810,0.02236160458955157,"{'Laceration of other pelvic organs, without open wound into cavity'}"
r3912,0.022355247626650126,{'Feeling of incomplete bladder emptying'}
n185,0.02234995158551792,"{'Chronic kidney disease, stage 5'}"
k769,-0.022331168312686972,"{'Liver disease, unspecified'}"
1ym74la,-0.022307154144555717,"{'Fixation, breast using open approach'}"
1cx80ud,0.02229953589784506,"{'Repair, eyelid NEC no tissue used (for repair) using full thickness repair (involving lid margin)'}"
c786,0.02226016696821065,"{'Secondary malignant neoplasm of retroperitoneum and peritoneum', 'Secondary malignant neoplasm, unspecified site'}"
u988,0.022253810680383852,"{'Other specified place of occurrence', 'Unspecified place of occurrence'}"
c772,0.02223476046827998,{'Secondary malignant neoplasm of intra-abdominal lymph nodes'}
level 2 comorbidity,0.022230005231485574,N/A
1qt91da,-0.022224109371591288,"{'Excision radical, prostate using open retropubic approach', 'Excision radical, prostate, using endoscopic (laparoscopic) approach'}"
k501,0.022196604109414046,"{""Crohn's disease of large intestine"", ""Crohn's disease, unspecified""}"
z2238,-0.022173391603124804,{'Carrier of other specified bacterial diseases'}
1yt87laxxb,-0.022170560155085027,"{'Excision partial, skin of arm open [excisional] approach using split thickness autograft'}"
u984,0.02214597742547901,"{'Place of occurrence, sports and athletics area', 'Place of occurrence, street and highway', 'Unspecified place of occurrence'}"
l0331,-0.022136477324465175,{'Cellulitis of abdominal wall'}
1od89da,-0.022129063947475634,"{'Excision total, gallbladder endoscopic [laparoscopic] approach without extraction (of calculi) chole', 'Excision total, gallbladder open approach without extraction of calculi cholecystectomy alone'}"
s37211,-0.022124280410257005,"{'Laceration of bladder, with open wound into cavity'}"
s27380,0.02211977047232957,{'Other injury of lung without open wound into thoracic cavity'}
k222,-0.022098947245461128,{'Oesophageal obstruction'}
k413,-0.022055049014887723,"{'Unilateral or unspecified femoral hernia, with obstruction, without gangrene', 'Unilateral or unspecified femoral hernia, without obstruction or gangrene'}"
1jq58la,-0.022052962601652435,"{'Procurement, jugular veins using open approach'}"
2pc71da,-0.02201664848010199,"{'Biopsy, kidney using endoscopic [trans capsular, trans pelvic] approach'}"
j841,0.022008697192017396,{'Other interstitial pulmonary diseases with fibrosis'}
j338,-0.021943846573825847,{'Other polyp of sinus'}
c859,0.021933354446805695,"{'Non-Hodgkin lymphoma, unspecified'}"
c260,0.021928816637833186,"{'Malignant neoplasm intestinal tract, part unspecified', 'Malignant neoplasm colon, unspecified'}"
h356,0.021892945001119102,{'Retinal haemorrhage'}
m0005,0.021892127570694333,"{'Staphylococcal arthritis and polyarthritis, pelvic region and thigh'}"
o60101,0.02184908874655711,"{'Preterm spontaneous labour with preterm delivery, with or without mention of antepartum condition'}"
1pl74crxxk,0.021836123545890353,"{'Fixation, bladder neck per orifice (vaginal) approach with incision using homograft (e.g. donor fasc'}"
s32800,-0.021798427197073627,"{'Fracture of other and unspecified parts of lumbar spine and pelvis, closed'}"
1sa03hakc,0.021786021684417067,"{'Immobilization, atlas and axis immobilization alone with percutaneous fixator device [tongs, halo]'}"
OBS Postpartum,-0.021750739577844253,N/A
g35,0.02173452991950917,{'Multiple sclerosis'}
t938,0.02173410263103335,{'Sequelae of other specified injuries of lower limb'}
r522,0.021697688041233117,{'Other chronic pain'}
1nk53laqb,0.021693786614903517,"{'Implantation of internal device, small intestine of valved tube using open approach'}"
e860,0.021683973313840865,{'Dehydration'}
y593,0.02168134529210569,{'Immunoglobulin causing adverse effect in therapeutic use'}
t86840,-0.021645368586206026,"{'Rejection of soft tissue (skin, muscle, fascia, tendon, mucosa) graft/flap'}"
m160,-0.021633856246606506,"{'Primary gonarthrosis, bilateral', 'Primary coxarthrosis, bilateral', 'Coxarthrosis, unspecified'}"
o001,0.021595879352855826,{'Tubal pregnancy'}
i639,-0.021583374395278944,"{'Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries', 'Other cerebral infarction', 'Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries', 'Cerebral infarction due to embolism of cerebral arteries', 'Cerebral infarction, unspecified'}"
s3418,-0.021558767819260662,{'Other injuries of lumbar spinal cord'}
o70101,-0.02153273712502384,"{'Second degree perineal laceration during delivery, delivered, with or without mention of antepartum ', 'Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without m'}"
o99301,-0.02150017657066949,"{'Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerp'}"
k8050,0.021483679137559712,{'Calculus of bile duct without cholangitis or cholecystitis without mention of obstruction'}
c809,0.02147814651516087,"{'Malignant neoplasm, primary site unspecified'}"
1fh52la,-0.021474669869839105,"{'Drainage, floor of mouth using open (incisional) technique'}"
s352,0.021458226604789944,{'Injury of coeliac or mesenteric artery'}
q381,-0.021392329158682187,{'Ankyloglossia'}
k8308,0.021389476187243198,{'Other and unspecified cholangitis'}
z9228,0.021377254965338054,{'Personal history of long-term (current) use of other drug therapy'}
c3431,0.021375225464037403,"{'Malignant neoplasm of right bronchus or lung unspecified', 'Malignant neoplasm of lower lobe, left bronchus or lung', 'Malignant neoplasm of lower lobe, leftt bronchus or lung'}"
t3112,-0.02135985480135018,{'Burns involving 10-19% of body surface with 10-19% third degree burns'}
1bq80la,-0.021303904842546614,"{'Repair, nerve(s) of digit of hand using end to end suture [rejoining] technique'}"
d3705,0.021276117849825384,{'Neoplasm of uncertain or unknown behaviour of the pharynx'}
i772,0.021239335444551546,{'Rupture of artery'}
w2209,0.021217303939682162,"{'Striking against or struck by other objects, unspecified'}"
1ey35bad2,0.021212741609626353,"{'Pharmacotherapy, paranasal sinuses endoscopic per orifice approach using salt irrigating solution'}"
1va53llpnk,0.02118685569881145,"{'Implantation of internal device, hip joint open anterior (muscle sparing) approach (anterolateral, d'}"
s02480,0.02111792350848664,"{'Other fracture of malar and maxillary bones, closed'}"
r651,-0.02111343643579253,"{'Systemic inflammatory response syndrome, unspecified', 'Systemic inflammatory response syndrome of infectious origin with acute organ failure'}"
j931,0.021112898963684575,{'Other spontaneous pneumothorax'}
h728,-0.021112196391299874,{'Other perforations of tympanic membrane'}
p284,-0.02111156149712213,{'Other apnoea of newborn'}
d430,0.021105294869198463,"{'Neoplasm of uncertain or unknown behaviour of brain, supratentorial'}"
1uf74hakd,-0.021047620347758443,"{'Fixation, other metacarpal bones percutaneous approach [e.g. with closed or no reduction] fixation d'}"
z998,0.021024074125917676,{'Dependence on other enabling machines and devices'}
1wa87da,0.021004082378520847,"{'Excision partial, ankle joint endoscopic [arthroscopic] approach, other joint excision [arthrectomy,'}"
g439,-0.02094711355713609,"{'Migraine, unspecified'}"
f728,-0.02092278037592835,"{'Severe mental retardation, other impairments of behaviour'}"
1kt50gqbd,-0.020921046806115284,"{'Dilation, vessels of the pelvis, perineum and gluteal region using percutaneous transluminal approac'}"
c541,0.020902793883411548,"{'Malignant neoplasm of endometrium', 'Malignant neoplasm of parametrium'}"
d090,0.020900122213084394,{'Carcinoma in situ of bladder'}
a020,-0.02089718420655723,{'Salmonella enteritis'}
f450,-0.020883226859239053,{'Somatization disorder'}
y464,0.020877073667569152,{'Iminostilbenes causing adverse effect in therapeutic use'}
j341,0.0208573345739204,{'Cyst and mucocele of nose and nasal sinus'}
1sq38hakc,-0.020852788409868688,"{'Management of external appliance, pelvis of percutaneous external fixator'}"
m6656,0.02084973079363117,"{'Spontaneous rupture of unspecified tendon, lower leg'}"
i64,-0.02082023373815067,"{'Stroke, not specified as haemorrhage or infarction'}"
1gm59baag,-0.02078793285544091,"{'Destruction, bronchus NEC using endoscopic per orifice approach and laser'}"
1gv87da,-0.020773916692355242,"{'Excision partial, pleura using endoscopic approach [VATS]'}"
Nephrology,0.02074162356290683,N/A
z540,0.02073065004504585,{'Convalescence following surgery'}
p610,0.020712090366517884,{'Transient neonatal thrombocytopenia'}
k632,0.020705883630753253,{'Fistula of intestine'}
j342,-0.020698901961887034,{'Deviated nasal septum'}
z764,-0.02065803436169013,{'Other boarder in health-care facility'}
2nk70bnbl,-0.02065736036478028,"{""Inspection, small intestine using endoscopic per orifice approach with laser assisted optical 'biops""}"
f721,0.020653732822528064,"{'Severe mental retardation, significant impairment of behaviour requiring attention or treatment'}"
m9660,-0.02065200642992364,{'Fracture of bone following insertion of joint prosthesis'}
s36460,0.02062814695825949,"{'Laceration of small intestine, excluding duodenum without open wound into cavity'}"
j849,0.02061395175883709,"{'Interstitial pulmonary disease, unspecified'}"
i330,0.020595469846334653,{'Acute and subacute infective endocarditis'}
w17,-0.020568567647981952,"{'Other fall from one level to another', 'Fall on same level from slipping, tripping and stumbling'}"
f630,-0.02055841608360707,{'Pathological gambling'}
